,C1_rpkm,C2_rpkm,C3_rpkm,C4_rpkm,C5_rpkm,C6_rpkm,C7_rpkm,C8_rpkm,A9_rpkm,A10_rpkm,A11_rpkm,A12_rpkm,A13_rpkm,A14_rpkm,A15_rpkm,A16_rpkm,A17_rpkm
Condition,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Control ,Alzheimer,Alzheimer,Alzheimer,Alzheimer,Alzheimer,Alzheimer,Alzheimer,Alzheimer,Alzheimer
